;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
zwill_not_give_desc;This will prevent us from getting events when other players request grants and lend lease requests. It can be reversed at any time.\n§RSending lend lease (military/industrial goods to other players) will be unlocked after you reseach Economic Responsibility.§!;;;;;;;;;;;;x
zrequest_lend_lease_title;§YRequest Lend Lease;;;;;;;;;;;;x
zrequest_lend_lease_desc;This will request military or industrial goods from other players, similar to a grant. Please note the sender needs to have the "Economic Responsibility" tech in order to recieve the request.;;;;;;;;;;;;x
EVTNAME245000;End of the Ruhr Boom;;;;;;;;;;;;x
EVTDESC245000;The Ruhr area, formerly parts of the counties of Berg, Mark and Cleves, is changing day by day. Every day new coal pits, mines and shafts are opened up to supply the ever expanding Prussian railway networks, and lately, supported by imports of British industrial technology, factories are springing up like mushrooms after an autumn rain. The Ruhr is booming, and the example could easily spread to the rest of Germany, if only it were given a little nudge out the door.;;;;;;;;;;;;x
EVTOPTA245000;We will continue Strong!;;;;;;;;;;;;x
EIC_ADJ;British;;;;;;;;;;;;;x;
EIC;British Raj;;;;;;;;;;;;;x;
EIC_colonial_company;East India Company;;;;;;;;;;;;;x;
EIC_conservative;Court of Directors;;;;;;;;;;;;;x;
EIC_liberal;Court of Directors;;;;;;;;;;;;;x;
EIC_reactionary;Court of Directors;;;;;;;;;;;;;x;
EIC_independent_conservative;Imperial Conservative Party;;;;;;;;;;;;x
EIC_independent_liberal;Responsible Rule Party;;;;;;;;;;;;x
EIC_independent_anarcho_liberal;National Alliance Party;;;;;;;;;;;;x
EIC_independent_reactionary;Imperial Governance League;;;;;;;;;;;;x
EIC_independent_socialist;Indian National Congress;CongrA¨s national indien;Indischer Nationalkongress;;Congreso Nacional Indio;;;;;;;;;x;;
EIC_independent_communist;Indian Socialist Patriotic Front;;;;;;;;;;;;x
EIC_independent_fascist;United Imperial Alliance;;;;;;;;;;;;x
migration_attraction_no_colonial;\n§RCan't be used on Colonial States;;;;;;;;;;;;x
migration_attraction_remove_other;\n§RAny other Modifier's will be removed;;;;;;;;;;;;x
migration_attraction_none;\n§RThere are no Migration Attraction Modifiers;;;;;;;;;;;;x
economic_reforms_tier1;Tier 1;;;;;;;;;;;;x
economic_reforms_tier2;Tier 2;;;;;;;;;;;;x
economic_reforms_tier3;Tier 3;;;;;;;;;;;;x
economic_reforms_tier4;Tier 4;;;;;;;;;;;;x
POLITICS_ECONOMIC_REFORMS;Matters of Economy;;;;;;;;;;;;x
tiered_up;Tier Unlocked;;;;;;;;;;;;;x;
tiered_up_l;Tier Unlocked;;;;;;;;;;;;;x;
tiered_up_desc; ;;;;;;;;;;;;;x;
mixed_economy_focus;Mixed Economy;;;;;;;;;;;;;x;
mixed_economy_focus_l;Mixed Economy;;;;;;;;;;;;;x;
mixed_economy_focus_desc; ;;;;;;;;;;;;;x;
take_statue;Steal Statue;;;;;;;;;;;;;x;
take_statue_desc;Steal a statue from the nation. §RAny Statue you want to steal will require $250k to fully complete the cb. You can only take one statue from the nation and you will have a limited amount of time to make your decsion. Some statues may not be obtainable for other countries due to its modifiers (ex: Statue of Liberty).§W;;;;;;;;;;;;;x;
take_statue_short;Steal a nations Statue for personal gain.;;;;;;;;;;;;;x;
take_statue_setup;Steal a nations Statue for personal gain.;;;;;;;;;;;;;x;
negotiating_statue_treaty;Negotiating Steal Statue Treaty;;;;;;;;;;;;;x;
negotiating_statue_treaty_desc;Complete your steal statue choice before the expiration of this modifier.;;;;;;;;;;;;;x;
negotiating_unequal_statue_treaty;Unequal Steal Statue Treaty;;;;;;;;;;;;;x;
negotiating_unequal_statue_treaty_desc;Awaiting response of steal statue treaty from player.;;;;;;;;;;;;;x;
eco_tier1_unlocked;§GEconomic Reform Tier 1 Unlock;;;;;;;;;;;;;x;
eco_tier1_unlocked_desc; ;;;;;;;;;;;;;x;
eco_tier2_unlocked;§GEconomic Reform Tier 2 Unlock;;;;;;;;;;;;;x;
eco_tier2_unlocked_desc; ;;;;;;;;;;;;;x;
eco_tier3_unlocked;§GEconomic Reform Tier 3 Unlock;;;;;;;;;;;;;x;
eco_tier3_unlocked_desc; ;;;;;;;;;;;;;x;
eco_tier4_unlocked;§GEconomic Reform Tier 4 Unlock;;;;;;;;;;;;;x;
eco_tier4_unlocked_desc; ;;;;;;;;;;;;;x;
military_industry1;Military Industry T1;;;;;;;;;;;;;x;
military_industry1_l;Military Industry T1;;;;;;;;;;;;;x;
military_industry1_desc; ;;;;;;;;;;;;;x;
military_logistics1;Military Logistics T1;;;;;;;;;;;;;x;
military_logistics1_l;Military Logistics T1;;;;;;;;;;;;;x;
military_logistics1_desc; ;;;;;;;;;;;;;x;
economic_logistics1;Economic Logistics T1;;;;;;;;;;;;;x;
economic_logistics1_l;Economic Logistics T1;;;;;;;;;;;;;x;
economic_logistics1_desc; ;;;;;;;;;;;;;x;
economic_industry1;Economic Industry T1;;;;;;;;;;;;;x;
economic_industry1_l;Economic Industry T1;;;;;;;;;;;;;x;
economic_industry1_desc; ;;;;;;;;;;;;;x;
military_industry2;Military Industry T2;;;;;;;;;;;;;x;
military_industry2_l;Military Industry T2;;;;;;;;;;;;;x;
military_industry2_desc; ;;;;;;;;;;;;;x;
military_logistics2;Military Logistics T2;;;;;;;;;;;;;x;
military_logistics2_l;Military Logistics T2;;;;;;;;;;;;;x;
military_logistics2_desc; ;;;;;;;;;;;;;x;
economic_logistics2;Economic Logistics T2;;;;;;;;;;;;;x;
economic_logistics2_l;Economic Logistics T2;;;;;;;;;;;;;x;
economic_logistics2_desc; ;;;;;;;;;;;;;x;
economic_industry2;Economic Industry T2;;;;;;;;;;;;;x;
economic_industry2_l;Economic Industry T2;;;;;;;;;;;;;x;
economic_industry2_desc; ;;;;;;;;;;;;;x;
military_industry3;Military Industry T3;;;;;;;;;;;;;x;
military_industry3_l;Military Industry T3;;;;;;;;;;;;;x;
military_industry3_desc; ;;;;;;;;;;;;;x;
military_logistics3;Military Logistics T3;;;;;;;;;;;;;x;
military_logistics3_l;Military Logistics T3;;;;;;;;;;;;;x;
military_logistics3_desc; ;;;;;;;;;;;;;x;
economic_logistics3;Economic Logistics T3;;;;;;;;;;;;;x;
economic_logistics3_l;Economic Logistics T3;;;;;;;;;;;;;x;
economic_logistics3_desc; ;;;;;;;;;;;;;x;
economic_industry3;Economic Industry T3;;;;;;;;;;;;;x;
economic_industry3_l;Economic Industry T3;;;;;;;;;;;;;x;
economic_industry3_desc; ;;;;;;;;;;;;;x;
military_industry4;Military Industry T4;;;;;;;;;;;;;x;
military_industry4_l;Military Industry T4;;;;;;;;;;;;;x;
military_industry4_desc; ;;;;;;;;;;;;;x;
military_logistics4;Military Logistics T4;;;;;;;;;;;;;x;
military_logistics4_l;Military Logistics T4;;;;;;;;;;;;;x;
military_logistics4_desc; ;;;;;;;;;;;;;x;
economic_logistics4;Economic Logistics T4;;;;;;;;;;;;;x;
economic_logistics4_l;Economic Logistics T4;;;;;;;;;;;;;x;
economic_logistics4_desc; ;;;;;;;;;;;;;x;
economic_industry4;Economic Industry T4;;;;;;;;;;;;;x;
economic_industry4_l;Economic Industry T4;;;;;;;;;;;;;x;
economic_industry4_desc; ;;;;;;;;;;;;;x;
not_unlocked;Not Unlocked;;;;;;;;;;;;;x;
not_unlocked_l;Not Unlocked;;;;;;;;;;;;;x;
not_unlocked_desc; ;;;;;;;;;;;;;x;
change_eco_value_on_title;§YChange Economic Reform (Hidden);;;;;;;;;;;;;x;
change_eco_value_on_desc;Show Economic Reform Decisions.;;;;;;;;;;;;;x;
change_eco_value_off_title;§YChange Economic Reform (Showing);;;;;;;;;;;;;x;
change_eco_value_off_desc;Show Economic Reform Decisions.\n\nNote: If you don't see any options, scroll down in your decisions menu to see options that are currenty unavailable to you.;;;;;;;;;;;;;x;
switch_to_military_industry_title;Switch to Military Industry;;;;;;;;;;;;;x;
switch_to_military_industry_desc; ;;;;;;;;;;;;;x;
switch_to_military_logistics_title;Switch to Military Logistics;;;;;;;;;;;;;x;
switch_to_military_logistics_desc; ;;;;;;;;;;;;;x;
switch_to_economic_logistics_title;Switch to Economic Logistics;;;;;;;;;;;;;x;
switch_to_economic_logistics_desc; ;;;;;;;;;;;;;x;
switch_to_economic_industry_title;Switch to Economic Industry;;;;;;;;;;;;;x;
switch_to_economic_industry_desc; ;;;;;;;;;;;;;x;
eco_tier1;Unlocked Stock Exchange;;;;;;;;;;;;;x;
eco_tier2;Unlocked Business Banks;;;;;;;;;;;;;x;
eco_tier3;Unlocked Investment Banks;;;;;;;;;;;;;x;
eco_tier4;Unlocked Mutual Funds;;;;;;;;;;;;;x;
tiered_up1;Tiered Up;;;;;;;;;;;;;x;
tiered_up1_l;Tiered Up;;;;;;;;;;;;;x;
tiered_up1_desc; ;;;;;;;;;;;;;x;
tiered_up2;Tiered Up/Not Unlocked;;;;;;;;;;;;;x;
tiered_up2_l;Tiered Up/Not Unlocked;;;;;;;;;;;;;x;
tiered_up2_desc; ;;;;;;;;;;;;;x;
tiered_up3;Tiered Up/Not Unlocked;;;;;;;;;;;;;x;
tiered_up3_l;Tiered Up/Not Unlocked;;;;;;;;;;;;;x;
tiered_up3_desc; ;;;;;;;;;;;;;x;
not_unlocked;Not Unlocked;;;;;;;;;;;;;x;
not_unlocked_l;Not Unlocked;;;;;;;;;;;;;x;
not_unlocked_desc; ;;;;;;;;;;;;;x;
peking_decision;§YThe china player can decide wether to deny the convention or accept.\n§w;;;;;;;;;;;;x
move_statue_broke;§RNot enough Funds ($100K)§W;;;;;;;;;;;;x
move_statue_cost;§GCost to Move Statue: §R-$100K§W;;;;;;;;;;;;x
move_statue_war;§RCannot move statue while at war or awaiting a peace deal§W;;;;;;;;;;;;x
move_statue_no_statue;§RNo statue within your Country§W;;;;;;;;;;;;x
the_saint_basil_cathedral_title;Steal the Saint Basil's Cathedral;;;;;;;;;;;;x
the_brandenburg_gate_title;Steal the Brandenburg Gate;;;;;;;;;;;;x
the_austrian_parliament_building_title;Steal the Austrian Parliament Building;;;;;;;;;;;;x
the_eiffel_tower_title;Steal the Eiffel Tower;;;;;;;;;;;;x
the_white_house_title;Steal the White House;;;;;;;;;;;;x
the_big_ben_title;Steal the Big Ben;;;;;;;;;;;;x
the_suleymaniye_mosque_title;Steal the Suleymaniye Mosque;;;;;;;;;;;;x
the_horyu_ji_title;Steal the H?ry?-ji;;;;;;;;;;;;x
the_colosseum_title;Steal the The Colosseum;;;;;;;;;;;;x
the_royal_palace_of_madrid_title;Steal the Royal Palace of Madrid;;;;;;;;;;;;x
the_royal_palace_of_amsterdam_title;Steal the Royal Palace of Amsterdam;;;;;;;;;;;;x
the_church_of_saint_francis_of_assisi_title;Steal the Church of Saint Francis of Assisi;;;;;;;;;;;;x
the_belem_tower_title;Steal the Belém Tower;;;;;;;;;;;;x
the_drottningholm_palace_title;Steal the Drottningholm Palace;;;;;;;;;;;;x
the_masjid_i_jameh_of_isfahan_title;Steal the Masjid-i-Jameh of Isfahan;;;;;;;;;;;;x
the_templo_mayoir_title;Steal the Templo Mayoir;;;;;;;;;;;;x
the_ayutthaya_title;Steal the Ayutthaya;;;;;;;;;;;;x
the_basilica_nuestra_senora_del_pillar_title;Steal the Basílica Nuestra Señora del Pilar;;;;;;;;;;;;x
the_grand_place_title;Steal the Grand-Place;;;;;;;;;;;;x
the_basilica_menor_nuestra_senora_de_lourdes_title;Steal the Basílica Menor Nuestra Señora de Lourdes;;;;;;;;;;;;x
the_basilica_and_convent_of_san_francisco_title;Steal the Basílica and Convent of San Francisco;;;;;;;;;;;;x
the_fasil_ghebbi_title;Steal the Fasil Ghebbi;;;;;;;;;;;;x
the_palace_of_the_sultan_title;Steal the Palace of the Sultan;;;;;;;;;;;;x
the_forbidden_city_title;Steal the Forbidden City;;;;;;;;;;;;x
the_statue_of_liberty_title;Steal the Statue of Liberty;;;;;;;;;;;;x
the_saint_basil_cathedral_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_brandenburg_gate_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_austrian_parliament_building_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_eiffel_tower_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_white_house_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_big_ben_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_suleymaniye_mosque_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_horyu_ji_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_colosseum_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_royal_palace_of_madrid_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_royal_palace_of_amsterdam_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_church_of_saint_francis_of_assisi_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_belem_tower_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_drottningholm_palace_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_masjid_i_jameh_of_isfahan_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_templo_mayoir_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_ayutthaya_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_basilica_nuestra_senora_del_pillar_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_grand_place_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_basilica_menor_nuestra_senora_de_lourdes_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_basilica_and_convent_of_san_francisco_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_fasil_ghebbi_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_palace_of_the_sultan_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_forbidden_city_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
the_statue_of_liberty_desc;§ROnly one statue can be taken from a nation.§b;;;;;;;;;;;;x
EVTNAME36900;$STATE$ integrated;;;;;;;;;;;;x
EVTDESC36900;Another indian colony full integrated into our nation.;;;;;;;;;;;;x
EVTOPTA36900;Good;;;;;;;;;;;;x
EVTNAME16310;The Amistad Decision;La décision Amistad;Die Amistad-Entscheidung;;El veredicto del 'Amistad';;;;;;;;;x;;;;
EVTDESC16310;In a ruling delivered today, the Supreme Court has decided that the slaves involved in the violent rebellion aboard the Spanish schooner 'Amistad' of 1839, later apprehended near Long Island, New York, were merely, in light of the outlawing of the trans-atlantic slave trade, acting in defense of their personal liberty. The case is viewed as a landmark victory for the abolitionist movement, and public awareness over the slavery issue is rising.;"Dans une décision rendue aujourd'hui, la Cour Suprême a décidé que les esclaves impliqués dans la rébellion violente à bord du ""Amistad"",goélette espagnole en 1839, ultérieurement appréhendés près de Long Island, New York, ont simplement, à la lumière de l'interdiction de la trans-atlantique traite négrière, agis pour la défense de leur liberté individuelle. L'affaire est saluée comme une victoire historique par le mouvement abolitionniste, et la sensibilisation du public sur la question de l'esclavage est en hausse. ";Der oberste Gerichtshof hat heute entschieden, dass die Sklaven, die in den brutalen Aufstand an Bord des spanischen Schoners 'Amistad' im Jahr 1839 verwickelt waren und später nahe Long Island, New York, verhaftet wurden, im Lichte der Ächtung des transatlantischen Sklavenhandels lediglich zur Verteidigung ihrer persönlichen Freiheit gehandelt hatten. Dieser Prozess wird als Meilenstein für die Abolitionismus-Bewegung angesehen, und das öffentliche Bewusstsein bezüglich der Sklavenfrage steigt.;;En un fallo emitido hoy, la corte suprema ha decidido que los esclavos implicados en la violenta rebelión a bordo de la goleta española 'Amistad' en 1839, posteriormente apresados en Long Island, Nueva York, de acuerdo con la prohibición del comercio transatlántico de esclavos, únicamente actuaron en defensa de su libertad personal. El caso se considera una victoria histórica del movimiento abolicionista, y está creciendo la concienciación pública del problema de la esclavitud.;;;;;;;;;x;;;;
EVTOPTA16310;Interesting;Intéressant;Interessant;;Interesante.;;;;;;;;;x;;;;
EVTDESC16003;The Supreme Court has handed down its ruling in the case of Prigg v. Pennsylvania. Edward Prigg, a Maryland agent who forcibly removed a negro woman and her children from Pennsylvania soil without leave of the state courts, has been acquitted of wrongdoing by the highest court in the land. Justice Story, writing for the majority, holds that the federal Fugitive Slave Act of 1793 supersedes the personal liberty laws enacted by the free states, and that the rendition of escaped slaves is a matter of federal ? not state ? competence. Pennsylvania's statute, which required slaveholders to obtain a writ before reclaiming their property, is declared null. The ruling pleases Southern legislators, who have long complained of Northern obstruction. Yet the decision cuts both ways: Story's opinion also suggests that state officers cannot be compelled to enforce federal fugitive slave provisions ? a point Northern governors have been swift to notice.;;;;;;;;;;;;x
EVTDESC16004;The Republic of Texas, having won its independence from Mexico nine years past, now petitions the Congress of the United States for admission to the Union. President Polk, elected upon a platform of continental expansion, lends the endeavor his full support. Mexico, for its part, regards annexation as an act of war. Texas is a vast territory, rich in cotton land and cattle range. Slavery has taken deep root there under successive Texian governments, and Southern legislators press eagerly for its admission as a slave state ? which would redress the balance upset by the admission of free states to the North. Northern Whigs and abolitionists cry foul, warning that annexation is nothing less than a conspiracy to extend the slaveholders' dominion. The question now before Congress is not merely whether Texas shall be admitted, but on what terms. The fate of the Missouri Compromise line, the balance of Senate power, and perhaps the Union itself hang upon the answer.;;;;;;;;;x;;;;
